Hat,Robe,Boots,Wand,Athame,Amulet,Ring,Pet,Mount,Deck,Max Health,Damage,Flat Damage,Resistance,Flat Resistance,Accuracy,Critical Rating,Critical Block Rating,Armor Piercing,Stun Resistance,Incoming Healing,Outgoing Healing,Pip Conversion Rating,Power Pip Chance,Shadow Pip Rating,Archmastery Rating,Enchant Damage,Gear Set,Adjusted Health,Balanced Rating,Mob R1 Dmg,Mob HighRes R1 Dmg,Boss R1 Dmg
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7115,147,0,49,0,25,688,210,8,0,0,3,364,109,119,136,300,Dragoon's Shocking Set (1x),12995,32235,2496,1664,2033
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7115,174,0,49,0,30,825,197,16,0,0,3,546,109,119,136,300,Dragoon's Shocking Set (1x),12995,37075,3164,2215,2599
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7115,171,0,49,0,30,844,181,20,0,0,3,364,109,140,136,300,Dragoon's Shocking Set (1x),12995,37515,3297,2355,2716
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7115,147,0,49,0,25,695,170,8,0,0,3,464,99,119,136,300,Dragoon's Shocking Set (1x),12995,32235,2500,1666,2036
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7115,174,0,49,0,30,832,157,16,0,0,3,646,99,119,136,300,Dragoon's Shocking Set (1x),12995,37075,3168,2218,2603
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7115,171,0,49,0,30,851,141,20,0,0,3,464,99,140,136,300,Dragoon's Shocking Set (1x),12995,37515,3301,2358,2720
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6394,116,0,55,0,25,570,295,11,0,8,5,364,99,108,191,300,No Gear Set,12994,29114,2204,1499,1799
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6394,143,0,55,0,30,707,282,19,0,8,5,546,99,108,191,300,No Gear Set,12994,33954,2843,2020,2334
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),6394,140,0,55,0,30,726,266,23,0,8,5,364,99,129,191,300,No Gear Set,12994,34394,2955,2140,2433
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7107,148,0,49,0,25,748,367,14,0,0,12,364,79,121,191,300,No Gear Set,12987,33547,2750,1904,2253
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7107,175,0,49,0,30,885,354,22,0,0,12,546,79,121,191,300,No Gear Set,12987,38387,3450,2487,2848
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7107,172,0,49,0,30,904,338,26,0,0,12,364,79,142,191,300,No Gear Set,12987,38827,3582,2627,2966
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7104,131,0,49,0,25,576,354,17,0,0,0,364,104,122,136,300,No Gear Set,12984,32104,2551,1795,2091
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7104,158,0,49,0,30,713,341,25,0,0,0,546,104,122,136,300,No Gear Set,12984,36944,3241,2367,2670
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7104,155,0,49,0,30,732,325,29,0,0,0,364,104,143,136,300,No Gear Set,12984,37384,3361,2493,2776
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7104,131,0,49,0,25,583,314,17,0,0,0,464,94,122,136,300,No Gear Set,12984,32104,2556,1798,2095
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7104,158,0,49,0,30,720,301,25,0,0,0,646,94,122,136,300,No Gear Set,12984,36944,3246,2370,2674
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7104,155,0,49,0,30,739,285,29,0,0,0,464,94,143,136,300,No Gear Set,12984,37384,3366,2497,2780
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6382,96,0,55,0,25,452,275,8,0,8,5,364,100,107,136,300,No Gear Set,12982,26102,1846,1231,1508
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6382,123,0,55,0,30,589,262,16,0,8,5,546,100,107,136,300,No Gear Set,12982,30942,2441,1709,1999
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6382,120,0,55,0,30,608,246,20,0,8,5,364,100,128,136,300,No Gear Set,12982,31382,2542,1815,2087
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),6382,96,0,55,0,25,459,235,8,0,8,5,464,90,107,136,300,No Gear Set,12982,26102,1851,1234,1512
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),6382,123,0,55,0,30,596,222,16,0,8,5,646,90,107,136,300,No Gear Set,12982,30942,2446,1712,2003
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),6382,120,0,55,0,30,615,206,20,0,8,5,464,90,128,136,300,No Gear Set,12982,31382,2547,1819,2091
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7100,142,0,49,0,25,767,262,11,0,0,23,364,67,120,191,300,Dragoon's Shocking Set (1x),12980,32220,2591,1762,2118
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7100,169,0,49,0,30,904,249,19,0,0,23,546,67,120,191,300,Dragoon's Shocking Set (1x),12980,37060,3267,2322,2694
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fraught Archival Dirk (Level 170+) (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7100,166,0,49,0,30,923,233,23,0,0,23,364,67,141,191,300,Dragoon's Shocking Set (1x),12980,37500,3396,2459,2809
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7098,149,0,49,0,25,686,210,11,0,0,3,364,112,120,136,300,Dragoon's Shocking Set (1x),12978,33058,2619,1781,2139
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7098,176,0,49,0,30,823,197,19,0,0,3,546,112,120,136,300,Dragoon's Shocking Set (1x),12978,37898,3305,2350,2720
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7098,173,0,49,0,30,842,181,23,0,0,3,364,112,141,136,300,Dragoon's Shocking Set (1x),12978,38338,3439,2490,2838
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7098,149,0,49,0,25,693,170,11,0,0,3,464,102,120,136,300,Dragoon's Shocking Set (1x),12978,33058,2624,1784,2142
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7098,176,0,49,0,30,830,157,19,0,0,3,646,102,120,136,300,Dragoon's Shocking Set (1x),12978,37898,3310,2353,2724
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7098,173,0,49,0,30,849,141,23,0,0,3,464,102,141,136,300,Dragoon's Shocking Set (1x),12978,38338,3443,2493,2842
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7094,147,0,49,0,25,667,354,14,0,0,0,364,107,121,136,300,No Gear Set,12974,33414,2690,1862,2201
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7094,174,0,49,0,30,804,341,22,0,0,0,546,107,121,136,300,No Gear Set,12974,38254,3388,2442,2792
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7094,171,0,49,0,30,823,325,26,0,0,0,364,107,142,136,300,No Gear Set,12974,38694,3519,2581,2908
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7094,147,0,49,0,25,674,314,14,0,0,0,464,97,121,136,300,No Gear Set,12974,33414,2695,1865,2205
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7094,174,0,49,0,30,811,301,22,0,0,0,646,97,121,136,300,No Gear Set,12974,38254,3393,2446,2796
Krokopatra Maelstrom Fez (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),FlyGob's Medallion (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7094,171,0,49,0,30,830,285,26,0,0,0,464,97,142,136,300,No Gear Set,12974,38694,3524,2584,2912
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7090,150,0,49,0,25,746,367,17,0,0,12,364,82,122,191,300,No Gear Set,12970,34370,2878,2025,2362
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7090,177,0,49,0,30,883,354,25,0,0,12,546,82,122,191,300,No Gear Set,12970,39210,3595,2625,2973
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7090,174,0,49,0,30,902,338,29,0,0,12,364,82,143,191,300,No Gear Set,12970,39650,3727,2765,3090
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6365,98,0,55,0,25,450,275,11,0,8,5,364,103,108,136,300,No Gear Set,12965,26925,1942,1320,1590
Malistaire's Cowl of Flux (No Pins),Malistaire's Cloak of Flux (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),FlyGob's Medallion (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),6365,125,0,55,0,30,587,262,19,0,8,5,546,103,108,136,300,No Gear Set,12965,31765,2554,1815,2096
